restaurant_name,city,address,latitude,longitude,cuisines,price_level,avg_rating,total_reviews_count,keywords,special_diets,features,atmosphere,keywords_clean,dominant_topic,target,target_pred,probability
Shalimar,Ferney-Voltaire,"34 Chemin des Muriers, 01210 Ferney-Voltaire France",46.25874,6.111631,"Indian, Pakistani",€€-€€€,4.0,251.0,curry indian food nice food saturday night take away,"Vegetarian Friendly, Vegan Options",,4.0,curry indian food nice food saturday night take away,3,1,1,0.2381586577016495
Il gusto,Reims,"48 rue Dieu Lumiere, 51100, Reims France",49.242085,4.044619,"Italian, Healthy",€€-€€€,4.5,499.0,lunch tiramisu anti pasta italian food champagne houses,"Vegetarian Friendly, Vegan Options",,4.0,lunch tiramisu anti pasta italian food champagne houses,3,1,1,0.4802388288674017
O Savoyard,Annecy,"1 rue Perriere, 74000, Annecy France",45.89837,6.126924,"French, Swiss, European",€€-€€€,3.5,1962.0,veal snails traditional dress traditional dishes melted cheese,,"Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",3.5,veal snails traditional dress traditional dishes melted cheese,5,0,1,1.2239278676984071
La petite maison de Cucuron,Cucuron,"Place de l'Etang, 84160 Cucuron France",43.773975,5.438833,"French, European",€€€€,4.5,442.0,amuse bouche lamb dish la petite maison chef eric mushrooms,Vegetarian Friendly,,4.0,amuse bouche lamb dish la petite maison chef eric mushrooms,4,1,1,1.4349715647791008
Restaurant La Cour d'Honneur,Avignon,"58 rue Joseph Vernet Face au musée Calvet, 84000, Avignon France",43.94686,4.803212,"French, European, Gastropub",€€-€€€,4.0,1136.0,scallops boeuf pasta lovely courtyard our waiter,"Vegetarian Friendly, Vegan Options",,4.0,scallops boeuf pasta lovely courtyard our waiter,0,1,1,0.6196606238980462
L'Ecailler,La Flotte,"3 quai de Senac Port de La Flotte, 17630 La Flotte, Ile de Re France",46.187687,-1.324339,"French, Seafood, European, Healthy",€€€€,4.5,1156.0,turbot ile de re superb seafood port menus,,"Reservations, Outdoor Seating, Private Dining, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service",4.5,turbot ile de re superb seafood port menus,4,1,1,0.7103490593203309
Madame est servie,Roissy-en-France,"10 B rue Dorval, 95700 Roissy-en-France France",49.004005,2.516578,"French, European, Fusion",€€-€€€,4.5,337.0,steak tartare creme brûlée nice wine downtown paris,"Vegan Options, Vegetarian Friendly",,4.5,steak tartare creme brûlée nice wine downtown paris,3,1,0,-0.16370167345924735
La Suite,Bourges,"50 rue Bourbonnoux, 18000 Bourges France",47.083958,2.399237,French,€€€€,4.5,526.0,daily menu glass david ambience highlights,,,4.0,daily menu glass david ambience highlights,2,1,1,0.13318314351971694
Songsan,Paris,"20 rue Marmontel, 75015 Paris France",48.83663,2.299444,"Asian, Korean",€€-€€€,4.0,191.0,korean food delicious food spicy appetizers portions,"Vegetarian Friendly, Gluten Free Options",,4.0,korean food delicious food spicy appetizers portions,1,1,1,1.4089063999122642
L'Eau de vie,Nice,"11 rue Delille Parking Marshall et Parking Promenade des Arts à quelques mètres du restaurant, 06000 Nice France",43.70169,7.275671,"French, Mediterranean, European, International",€€-€€€,4.5,353.0,great dinner wine list glass main dish small restaurant,Vegetarian Friendly,,,great dinner wine list glass main dish small restaurant,2,1,1,3.2857286763755815
Bistrot Dupleix,Paris,"62 boulevard de Grenelle, 75015 Paris France",48.850704,2.292505,"French, Bar, European",€€-€€€,3.5,388.0,escargot steak duck close our hotel ate here,,"Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",3.5,escargot steak duck close our hotel ate here,2,0,1,0.18011306913299296
L'Imperiale,Toulouse,"Place Victor Hugo 1er Etage du Marché, 31000, Toulouse France",43.60619,1.44639,"French, European",€€-€€€,4.0,313.0,lunch mussels cassoulet market produce cafe gourmand,,,3.5,lunch mussels cassoulet market produce cafe gourmand,0,1,1,0.36450609398042105
Chez Germaine,Paris,"30 rue Pierre Leroux, 75007 Paris France",48.84825,2.319628,"French, European",€€-€€€,4.5,233.0,escargot argentinian steak duck french onion soup piping hot,Vegetarian Friendly,,4.0,escargot argentinian steak duck french onion soup piping hot,5,1,1,0.5360810295884619
Bistro Regent,Bordeaux,"53 rue Saint Remi, 33000, Bordeaux France",44.841263,-0.573204,French,€,3.5,739.0,fries duck steak friendly service sauce,,,3.5,fries duck steak friendly service sauce,3,0,1,0.7402278157216109
Le Poivre D'Ane,Aix-en-Provence,"40,Place des Cardeurs, 13100, Aix-en-Provence France",43.52994,5.446145,"European, Contemporary, Fusion",€€€€,4.5,905.0,scallops poached pear service impeccable main course wonderful meal,Gluten Free Options,,4.0,scallops poached pear service impeccable main course wonderful meal,4,1,1,1.7664857251917074
Gioia,Nice,"10 boulevard Dubouchage, 06000 Nice France",43.702374,7.272264,"Italian, French, Mediterranean, European",€€-€€€,4.5,181.0,gnocchi beef salad tender presentation,Vegetarian Friendly,,,gnocchi beef salad tender presentation,5,1,1,0.11434363509304124
Chez BaBeth,Chatel,"Plaine Dranse Sur Les Pistes Entre Chatel Et Avoriaz, 74390 Chatel, Abondance France",46.217747,6.794261,"French, European, Healthy",€€-€€€,4.0,531.0,steak teddy bears christmas decorations log fire unique restaurant,Vegetarian Friendly,,4.5,steak teddy bears christmas decorations log fire unique restaurant,2,1,1,0.620757149396431
La Lupita,Nice,"9 rue de la Prefecture, 06300 Nice France",43.69675,7.274733,"Mexican, Latin, Central American",€€-€€€,4.0,162.0,tacos burrito guacamole chilaquiles chilli,"Vegetarian Friendly, Vegan Options",,,tacos burrito guacamole chilaquiles chilli,1,1,1,0.014336312565244813
Chez papa,Nice,"9 rue Bonaparte, 06300 Nice France",43.70074,7.282293,"French, Mediterranean, European",€€-€€€,4.5,650.0,risotto truffle place du creme caramel big portions,"Vegetarian Friendly, Vegan Options",,,risotto truffle place du creme caramel big portions,1,1,1,0.7310134943850506
La P'tite Factory,Sainte-Alvere,"Rue de la Republique Place du 8 Mai, 24510 Sainte-Alvere France",44.946182,0.808262,"French, European",€€-€€€,4.5,183.0,truffle duck taste buds fantastic restaurant lovely food,Vegetarian Friendly,,5.0,truffle duck taste buds fantastic restaurant lovely food,1,1,1,1.7260151850288197
Wok Ski,Val Thorens,"Rue Du Soleil Chalet du Thorens, 73440 Val Thorens, Les Belleville France",45.29685,6.5779,"Fast food, Asian",€,4.5,72.0,rice satay refreshing change piste ski,"Vegetarian Friendly, Vegan Options",,4.0,rice satay refreshing change piste ski,0,1,1,0.5288836823380354
La Rapiere,Bayeux,"53 rue Saint Jean, 14400, Bayeux France",49.276352,-0.699232,"French, European, Healthy",€€€€,4.5,1528.0,cheesecake amuse bouche oysters risotto duck,"Vegetarian Friendly, Vegan Options, Gluten Free Options",,4.5,cheesecake amuse bouche oysters risotto duck,5,1,1,0.1296448630092666
La Maree,Paris,"1 rue Daru Angle des rues : 258 rue du Faubourg Saint-Honoré et 1 rue Daru, 75008 Paris France",48.87735,2.300508,"French, Seafood, European",€€€€,4.0,963.0,octopus starter sea bass main course half bottle dessert,Vegetarian Friendly,,4.0,octopus starter sea bass main course half bottle dessert,4,1,1,1.0642120396280381
Le Flandrin,Paris,"4 Place Tattegrain, 75116 Paris France",48.86417,2.272159,"French, European",€€€€,3.5,325.0,veal schnitzel sole fries nice family dinner attentive service,Vegetarian Friendly,,3.5,veal schnitzel sole fries nice family dinner attentive service,3,0,1,1.2842419238525027
Andine,Eymet,"Place Gambetta, 24500 Eymet France",44.66722,0.396465,"Peruvian, Central American",€€-€€€,4.5,371.0,guacamole tuna croquetas hamburger seafood,"Vegetarian Friendly, Vegan Options",,,guacamole tuna croquetas hamburger seafood,3,1,1,0.7012024186590933
Cafe des Anges,Paris,"66 rue de la Roquette, 75011 Paris France",48.855564,2.374504,"French, Bar, Cafe, European",€€-€€€,4.0,748.0,salad avocado toast hamburger tartare croissants,"Vegetarian Friendly, Vegan Options, Gluten Free Options",,4.0,salad avocado toast hamburger tartare croissants,3,1,0,-0.4170305269296334
Le Lutece,Paris,"8 boulevard Saint Michel, 75006 Paris France",48.852673,2.343712,"French, European",€€-€€€,3.5,393.0,onion soup people watching sidewalk seating blvd brasserie,Vegetarian Friendly,,3.5,onion soup people watching sidewalk seating blvd brasserie,0,0,0,-1.0281605546569788
Tasca,Paris,"46 avenue de Suffren, 75015 Paris France",48.853848,2.296761,"Italian, Mediterranean, European, Neapolitan, Campania, Southern-Italian",€€-€€€,4.5,173.0,lasagna bread lemon chicken gluten free eiffel tower,"Vegetarian Friendly, Vegan Options, Gluten Free Options",,,lasagna bread lemon chicken gluten free eiffel tower,3,1,1,0.8387919513558759
La Galerie,Quillan,"12 boulevard Jean Bourrel, 11500 Quillan France",42.873413,2.184356,"Italian, French, Mediterranean",€€-€€€,4.5,487.0,pizza salad ate here service impeccable during our stay,Vegetarian Friendly,,4.5,pizza salad ate here service impeccable during our stay,3,1,1,0.4263574000238776
By PM l'atelier restaurant,Nice,"4 B quai Papacino, 06300 Nice France",43.69799,7.283786,"French, Mediterranean, European",€€€€,4.5,303.0,interesting menu taste buds course menu delicious food port,Vegetarian Friendly,,,interesting menu taste buds course menu delicious food port,1,1,1,1.4461544532915038
Les Bateliers,Colmar,"4 rue de la Herse, 68000, Colmar France",48.073895,7.357421,"French, European, Healthy",€€-€€€,4.5,288.0,pork salad little venice canal atmosphere,Vegetarian Friendly,"Outdoor Seating, Seating, Highchairs Available, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",,pork salad little venice canal atmosphere,0,1,1,0.6453216390026388
Les Sept Sources,Lamothe-Fenelon,"Les sept sources, 46350 Lamothe-Fenelon France",44.83489,1.4113,"French, European",€€-€€€,4.0,101.0,overlooking lake course menu menus terrace euros,,"Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Table Service, Validated Parking, Playgrounds",4.5,overlooking lake course menu menus terrace euros,4,1,0,-0.35918291835848304
Z Restaurant Tapas,Nice,"2 rue Meyerbeer, 06000 Nice France",43.695164,7.261039,"French, Mediterranean, European, Spanish, Healthy",€€-€€€,5.0,104.0,ceviche tapas le panier service excellent old town,,,,ceviche tapas le panier service excellent old town,2,1,1,1.1723074520287853
Cafe Des Abattoirs,Paris,"10 rue Gomboust, 75001 Paris France",48.867336,2.332804,"French, Steakhouse, European, Grill",€€-€€€,4.0,426.0,lamb sardine pate prefix menu soup mashed potatoes,,,4.0,lamb sardine pate prefix menu soup mashed potatoes,5,1,1,0.4969462974048023
Restaurant de l'Hostellerie du Chateau des Fines Roches,Chateauneuf-du-Pape,"1901 route de Sorgues, 84230 Chateauneuf-du-Pape France",44.05,4.849363,"French, European",€€€€,4.0,334.0,impeccable service excellent food chateau views region,Vegetarian Friendly,,4.0,impeccable service excellent food chateau views region,4,1,1,1.5626432227544793
Etsi,Paris,"23 rue Eugene Carriere, 75018 Paris France",48.890366,2.333143,"Mediterranean, Greek",€€-€€€,4.5,150.0,octopus amazing food greek montmartre atmosphere,"Vegetarian Friendly, Vegan Options",,,octopus amazing food greek montmartre atmosphere,2,1,1,0.6142698341999993
La Porte d'A Cote,Les Deux-Alpes,"70 avenue de la Muzelle, Les Deux-Alpes France",45.012547,6.124681,"French, European",€€-€€€,4.5,750.0,steak snails frog legs great atmosphere ate here,Vegan Options,,4.5,steak snails frog legs great atmosphere ate here,5,1,0,-0.28210427299447394
Saperlipopette!,Puteaux,"9 allee du Theatre, 92800 Puteaux, La Defense France",48.880375,2.239433,"French, European, Healthy, Gastropub",€€€€,4.0,2162.0,tartelette scallops veal excellent food food wine,,,4.0,tartelette scallops veal excellent food food wine,2,1,1,1.7067927587177887
La Table du Terroir,Bayeux,"42 rue Saint Jean, 14400, Bayeux France",49.276318,-0.699546,"French, European",€€-€€€,4.0,647.0,chicken scallops creme brûlée fries crepes,Vegetarian Friendly,,3.5,chicken scallops creme brûlée fries crepes,5,1,1,0.8324353750429174
Le Bistrot Mazarin,Paris,"42 rue Mazarine, 75006 Paris France",48.8554,2.33765,"French, Bar, European",€€-€€€,4.0,260.0,beef soup left bank efficient service nice meal,,"Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service",4.0,beef soup left bank efficient service nice meal,3,1,1,0.5950484769759795
Le Bistro de Claude,Cognac,"35 rue Grande, 16100 Cognac France",45.696667,-0.329459,"French, European",€€€€,4.5,545.0,risotto steak jamon ham cooked perfection,Vegetarian Friendly,,4.0,risotto steak jamon ham cooked perfection,4,1,1,0.6167412102050023
Nai Brasserie,Paris,"8 avenue de la Grande Armee Arc de Triomphe, 75017 Paris France",48.874874,2.292875,"Lebanese, Mediterranean, European, Grill, Middle Eastern",€€-€€€,4.0,135.0,hummus mixed grill lamb pizza lebanese food,"Vegetarian Friendly, Vegan Options","Reservations, Buffet, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Table Service, Takeout, Outdoor Seating, Television",,hummus mixed grill lamb pizza lebanese food,1,1,1,1.2512457045303362
La Table du Gourmet,Riquewihr,"5 rue de la 1ere Armee, 68340 Riquewihr France",48.166344,7.297275,"French, European, Contemporary",€€€€,4.5,676.0,wine pairing la table du jean luc own garden price tag,"Vegetarian Friendly, Vegan Options, Gluten Free Options",,4.5,wine pairing la table du jean luc own garden price tag,2,1,1,0.6838983492536288
Marcel Bistro Chic,Nice,"11 rue de l Abbaye, 06300 Nice France",43.696857,7.275218,"French, Grill, Gastropub",€€-€€€,4.0,555.0,beef stew salted caramel cheesecake coq au vin sea bass calamari,Vegetarian Friendly,,,beef stew salted caramel cheesecake coq au vin sea bass calamari,5,1,1,0.6456668135590213
Au General Lafayette,Paris,"52 rue la Fayette, 75009 Paris France",48.8751,2.340964,"French, Bar, European",€€-€€€,3.5,575.0,profiterolles cod gare du traditional brasserie sunday lunch,Vegetarian Friendly,,3.5,profiterolles cod gare du traditional brasserie sunday lunch,2,0,1,0.3402829244710914
Le Comptoir et la Table,Deauville City,"1 quai de la Marine, 14800 Deauville City France",49.362583,0.079164,French,€€-€€€,4.0,522.0,truffle risotto sole wine list professional service,Vegetarian Friendly,"Wheelchair Accessible, Reservations, Outdoor Seating, Seating, Highchairs Available, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Credit Cards, Table Service",4.0,truffle risotto sole wine list professional service,4,1,1,0.4744268605487524
La Sachette,Tignes,"Les Brévières Au centre du village ,face à l église, 73320 Tignes France",45.50783,6.919889,"French, European",€€-€€€,4.5,298.0,tartiflette onion soup pasta burger les brevieres,Vegetarian Friendly,,4.5,tartiflette onion soup pasta burger les brevieres,0,1,1,0.05766722907389299
Hakata Ramen Choten,Paris,"53 rue des Petits Champs, 75001 Paris France",48.867264,2.334886,"Japanese, Asian, Soups",€,4.0,406.0,ramen pork broth egg spicy taste,Vegetarian Friendly,,,ramen pork broth egg spicy taste,5,1,1,1.2985461355235501
The Frog at Bercy Village,Paris,"25 Cour Saint Emilion, 75012 Paris France",48.833107,2.386133,Pub,€€-€€€,4.0,1600.0,burger excellent beer friendly english speaking staff quick service beers,Vegetarian Friendly,,3.5,burger excellent beer friendly english speaking staff quick service beers,1,1,1,0.5225940835287206
Zakhang,Grenoble,"5 quai Crequi, 38000, Grenoble France",45.192616,5.723592,"International, European, Contemporary",€€-€€€,4.5,287.0,unlike anything amazing restaurant main course fusion twist,"Vegetarian Friendly, Vegan Options, Gluten Free Options",,4.5,unlike anything amazing restaurant main course fusion twist,2,1,1,1.760121616265506
